ensembl_gene_id	mgi_symbol	gene_biotype	chromosome_name	start_position	end_position
ENSMUSG00000026663	Atf6	protein_coding	1	170532243	170695340
ENSMUSG00000027244	Atg13	protein_coding	2	91504963	91540921
ENSMUSG00000026289	Atg16l1	protein_coding	1	87683592	87720150
ENSMUSG00000026280	Atg4b	protein_coding	1	93679222	93718332
ENSMUSG00000028550	Atg4c	protein_coding	4	99082171	99148024
ENSMUSG00000033124	Atg9a	protein_coding	1	75157504	75168840
ENSMUSG00000026192	Atic	protein_coding	1	71596309	71618790
ENSMUSG00000037400	Atp11b	protein_coding	3	35808255	35910425
ENSMUSG00000036622	Atp13a2	protein_coding	4	140714184	140734641
ENSMUSG00000033161	Atp1a1	protein_coding	3	101483535	101512000
ENSMUSG00000007097	Atp1a2	protein_coding	1	172099276	172125631
ENSMUSG00000026576	Atp1b1	protein_coding	1	164264678	164285924
ENSMUSG00000026463	Atp2b4	protein_coding	1	133627195	133728779
ENSMUSG00000025781	Atp5c1	protein_coding	2	10060827	10085321
ENSMUSG00000016252	Atp5e	protein_coding	2	174302865	174305898
ENSMUSG00000018770	Atp5g3	protein_coding	2	73738791	73741670
ENSMUSG00000033379	Atp6v0b	protein_coding	4	117741523	117744530
ENSMUSG00000028238	Atp6v0d2	protein_coding	4	19876841	19922605
ENSMUSG00000039105	Atp6v1g1	protein_coding	4	63463009	63468987
ENSMUSG00000026394	Atp6v1g3	protein_coding	1	138201476	138217200
ENSMUSG00000033793	Atp6v1h	protein_coding	1	5140241	5232752
ENSMUSG00000060671	Atp8b2	protein_coding	3	89846788	89870815
ENSMUSG00000060131	Atp8b4	protein_coding	2	126162893	126342594
ENSMUSG00000028457	Atp8b5	protein_coding	4	43267159	43373833
ENSMUSG00000027546	Atp9a	protein_coding	2	168476358	168584329
ENSMUSG00000028710	Atpaf1	protein_coding	4	115642009	115679852
ENSMUSG00000054428	Atpif1	protein_coding	4	132257866	132260970
ENSMUSG00000027312	Atrn	protein_coding	2	130748415	130872253
ENSMUSG00000048997	Atxn7l2	protein_coding	3	108109538	108118250
ENSMUSG00000078584	AU022252	protein_coding	4	119060767	119089909
ENSMUSG00000028830	AU040320	protein_coding	4	126647337	126763863
ENSMUSG00000078521	Aunip	protein_coding	4	134238310	134251238
ENSMUSG00000027496	Aurka	protein_coding	2	172198110	172212455
ENSMUSG00000065990	Aurkaip1	protein_coding	4	155915729	155917587
ENSMUSG00000087519	AV039307	lncRNA	2	120681186	120697170
ENSMUSG00000087377	AV099323	lncRNA	2	132095277	132103253
ENSMUSG00000003604	Aven	protein_coding	2	112323309	112464918
ENSMUSG00000078349	AW011738	lncRNA	4	156287727	156295020
ENSMUSG00000097428	AW047730	lncRNA	3	88107930	88110788
ENSMUSG00000026601	Axdnd1	protein_coding	1	156151079	156248729
ENSMUSG00000028789	Azin2	protein_coding	4	128824026	128856235
ENSMUSG00000089706	B230216N24Rik	lncRNA	1	97958841	97985405
ENSMUSG00000084843	B230312C02Rik	lncRNA	2	180012284	180027678
ENSMUSG00000086350	B230369F24Rik	lncRNA	1	178140893	178146114
ENSMUSG00000087660	B230398E01Rik	lncRNA	3	94866345	94869359
ENSMUSG00000060802	B2m	protein_coding	2	121978167	121983564
ENSMUSG00000043300	B3galnt1	protein_coding	3	69481491	69506293
ENSMUSG00000034780	B3galt1	protein_coding	2	67396215	67953033
ENSMUSG00000033849	B3galt2	protein_coding	1	143516402	143530352
ENSMUSG00000050796	B3galt6	protein_coding	4	156073923	156077106
ENSMUSG00000026156	B3gat2	protein_coding	1	23800834	23888239
ENSMUSG00000079445	B3gnt7	protein_coding	1	86230554	86235027
ENSMUSG00000028413	B4galt1	protein_coding	4	40804602	40854005
ENSMUSG00000028541	B4galt2	protein_coding	4	117726457	117740684
ENSMUSG00000052423	B4galt3	protein_coding	1	171097898	171104469
ENSMUSG00000017929	B4galt5	protein_coding	2	167140364	167191103
ENSMUSG00000091993	B930036N10Rik	lncRNA	1	171328136	171331679
ENSMUSG00000040270	Bach2	protein_coding	4	32238804	32586108
ENSMUSG00000087049	Bach2it1	lncRNA	4	32251761	32265835
ENSMUSG00000086150	Bach2os	lncRNA	4	32559680	32571708
ENSMUSG00000028416	Bag1	protein_coding	4	40936398	40948294
ENSMUSG00000042215	Bag2	protein_coding	1	33784565	33796876
ENSMUSG00000040007	Bahd1	protein_coding	2	118730858	118755009
ENSMUSG00000037922	Bank1	protein_coding	3	135759124	136031827
ENSMUSG00000026196	Bard1	protein_coding	1	71066657	71142305
ENSMUSG00000026805	Barhl1	protein_coding	2	28797691	28806680
ENSMUSG00000026630	Batf3	protein_coding	1	190830044	190841142
ENSMUSG00000026987	Baz2b	protein_coding	2	59729707	60040183
ENSMUSG00000085218	BB218582	lncRNA	2	106473259	106480709
ENSMUSG00000041660	Bbox1	protein_coding	2	110093042	110144905
ENSMUSG00000051444	Bbs12	protein_coding	3	37366703	37375602
ENSMUSG00000063145	Bbs5	protein_coding	2	69477515	69497915
ENSMUSG00000037325	Bbs7	protein_coding	3	36627291	36667626
ENSMUSG00000026851	BC005624	protein_coding	2	30862189	30872213
ENSMUSG00000038543	BC028528	protein_coding	3	95791266	95799317
ENSMUSG00000074649	BC029722	protein_coding	2	155659650	155661346
ENSMUSG00000033722	BC034090	protein_coding	1	155088217	155120190
ENSMUSG00000041406	BC055324	protein_coding	1	163773562	163822365
ENSMUSG00000004892	Bcan	protein_coding	3	87894838	87907537
ENSMUSG00000028121	Bcar3	protein_coding	3	122087785	122323840
ENSMUSG00000013523	Bcas1	protein_coding	2	170188911	170269765
ENSMUSG00000005687	Bcas2	protein_coding	3	103078971	103086482
ENSMUSG00000027792	Bche	protein_coding	3	73543141	73615748
ENSMUSG00000028191	Bcl10	protein_coding	3	145628559	145640111
ENSMUSG00000057329	Bcl2	protein_coding	1	106465908	106642004
ENSMUSG00000007659	Bcl2l1	protein_coding	2	152622588	152673648
ENSMUSG00000027381	Bcl2l11	protein_coding	2	127967958	128004467
ENSMUSG00000044165	Bcl2l15	protein_coding	3	103739917	103761934
ENSMUSG00000038256	Bcl9	protein_coding	3	97110978	97205233
ENSMUSG00000026172	Bcs1l	protein_coding	1	74627448	74631602
ENSMUSG00000028167	Bdh2	protein_coding	3	134986982	135010187
ENSMUSG00000048482	Bdnf	protein_coding	2	109505045	109557352
ENSMUSG00000028545	Bend5	protein_coding	4	111272203	111317495
ENSMUSG00000042182	Bend6	protein_coding	1	33891133	33946897
ENSMUSG00000048186	Bend7	protein_coding	2	4722642	4806953
ENSMUSG00000027420	Bfsp1	protein_coding	2	143668448	143705093
ENSMUSG00000074489	Bglap3	protein_coding	3	88275923	88280050
ENSMUSG00000025128	Bhlhe22	protein_coding	3	18108338	18111681
ENSMUSG00000041684	Bivm	protein_coding	1	44158117	44183930
ENSMUSG00000067787	Blcap	protein_coding	2	157398282	157413194
ENSMUSG00000005804	Bloc1s6	protein_coding	2	122580423	122591395
ENSMUSG00000001999	Blvra	protein_coding	2	126912585	126939004
ENSMUSG00000026577	Blzf1	protein_coding	1	164117369	164135058
ENSMUSG00000040093	Bmf	protein_coding	2	118359238	118380168
ENSMUSG00000026739	Bmi1	protein_coding	2	18681829	18691440
ENSMUSG00000027358	Bmp2	protein_coding	2	133394079	133404805
ENSMUSG00000008999	Bmp7	protein_coding	2	172709805	172782114
ENSMUSG00000052430	Bmpr1b	protein_coding	3	141542897	141875186
ENSMUSG00000067336	Bmpr2	protein_coding	1	59802559	59918173
ENSMUSG00000049086	Bmyc	protein_coding	2	25596751	25597733
ENSMUSG00000028487	Bnc2	protein_coding	4	84193332	84593512
ENSMUSG00000028115	Bnipl	protein_coding	3	95148582	95158504
ENSMUSG00000026278	Bok	protein_coding	1	93613382	93623486
ENSMUSG00000015943	Bola1	protein_coding	3	96103904	96127025
ENSMUSG00000027483	Bpifa1	protein_coding	2	153984800	153991139
ENSMUSG00000042459	Bpifa2	protein_coding	2	153850185	153857999
ENSMUSG00000027482	Bpifa3	protein_coding	2	153972256	153980276
ENSMUSG00000027485	Bpifb1	protein_coding	2	154032738	154062289
ENSMUSG00000038572	Bpifb5	protein_coding	2	154065662	154082822
ENSMUSG00000026617	Bpnt1	protein_coding	1	185064346	185089974
ENSMUSG00000026918	Brd3	protein_coding	2	27335591	27397674
ENSMUSG00000109946	Brd3os	protein_coding	2	27332336	27334233
ENSMUSG00000028351	Brinp1	protein_coding	4	68679751	68872634
ENSMUSG00000004031	Brinp2	protein_coding	1	158072839	158183896
ENSMUSG00000046836	Brox	protein_coding	1	183057916	183078813
ENSMUSG00000040859	Bsdc1	protein_coding	4	129355374	129382291
ENSMUSG00000028392	Bspry	protein_coding	4	62398290	62415535
ENSMUSG00000073771	Btbd19	protein_coding	4	116976416	116982922
ENSMUSG00000062098	Btbd3	protein_coding	2	138098485	138431212
ENSMUSG00000028568	Btf3l4	protein_coding	4	108671492	108690811
ENSMUSG00000020423	Btg2	protein_coding	1	134002908	134006858
ENSMUSG00000027379	Bub1	protein_coding	2	127643036	127673785
ENSMUSG00000040084	Bub1b	protein_coding	2	118428692	118472072
ENSMUSG00000051223	Bzw1	protein_coding	1	58432057	58446512
ENSMUSG00000097365	C030034L19Rik	lncRNA	3	9468124	9502293
ENSMUSG00000105509	C130013H08Rik	lncRNA	3	110157331	110161022
ENSMUSG00000052951	C130021I20Rik	lncRNA	2	33531205	33536366
ENSMUSG00000052477	C130026I21Rik	protein_coding	1	84970411	85248287
ENSMUSG00000073627	C130036L24Rik	lncRNA	1	86287296	86301513
ENSMUSG00000039349	C130074G19Rik	protein_coding	1	184604123	184615415
ENSMUSG00000092397	C130080G10Rik	lncRNA	2	113884816	113895349
ENSMUSG00000036887	C1qa	protein_coding	4	136623228	136626114
ENSMUSG00000036905	C1qb	protein_coding	4	136607440	136613498
ENSMUSG00000036896	C1qc	protein_coding	4	136617115	136620376
ENSMUSG00000023571	C1qtnf12	protein_coding	4	156046775	156051086
ENSMUSG00000040794	C1qtnf4	protein_coding	2	90716204	90720869
ENSMUSG00000087461	C230014O12Rik	lncRNA	2	33908301	33997747
ENSMUSG00000097564	C430014B12Rik	lncRNA	1	82669649	82702890
ENSMUSG00000026405	C4bp	protein_coding	1	130562510	130589369
ENSMUSG00000085408	C530005A16Rik	lncRNA	4	116446930	116454827
ENSMUSG00000100444	C530043A13Rik	lncRNA	1	73561254	73568949
ENSMUSG00000084910	C630043F03Rik	lncRNA	4	72119585	72133589
ENSMUSG00000050390	C77080	protein_coding	4	129113371	129155197
ENSMUSG00000015083	C8g	protein_coding	2	25388663	25391731
ENSMUSG00000080727	C920021L13Rik	lncRNA	3	95778834	95796405
ENSMUSG00000028300	C9orf72	protein_coding	4	35191285	35226175
ENSMUSG00000028578	Caap1	protein_coding	4	94388318	94445033
ENSMUSG00000036707	Cab39	protein_coding	1	85721162	85779297
ENSMUSG00000038990	Cables2	protein_coding	2	179900333	179915289
ENSMUSG00000015488	Cacfd1	protein_coding	2	26899938	26911101
ENSMUSG00000028532	Cachd1	protein_coding	4	100633872	100886417
ENSMUSG00000004113	Cacna1b	protein_coding	2	24493899	24653164
ENSMUSG00000004110	Cacna1e	protein_coding	1	154266477	154760247
ENSMUSG00000026407	Cacna1s	protein_coding	1	135980488	136047560
ENSMUSG00000040118	Cacna2d1	protein_coding	5	16139689	16579509
ENSMUSG00000057914	Cacnb2	protein_coding	2	14607899	14992719
ENSMUSG00000017412	Cacnb4	protein_coding	2	52318332	52566843
ENSMUSG00000014226	Cacybp	protein_coding	1	160029937	160040445
ENSMUSG00000005338	Cadm3	protein_coding	1	173160825	173195261
ENSMUSG00000059588	Calcrl	protein_coding	2	84160970	84255755
ENSMUSG00000028558	Calr4	protein_coding	4	109091682	109111768
ENSMUSG00000039145	Camk1d	protein_coding	2	5298268	5719326
ENSMUSG00000016179	Camk1g	protein_coding	1	193028654	193052606
ENSMUSG00000053819	Camk2d	protein_coding	3	126389951	126639975
ENSMUSG00000046447	Camk2n1	protein_coding	4	138181625	138187434
ENSMUSG00000026933	Camsap1	protein_coding	2	25816850	25873294
ENSMUSG00000041570	Camsap2	protein_coding	1	136195861	136273842
ENSMUSG00000014592	Camta1	protein_coding	4	151001779	151946333
ENSMUSG00000028656	Cap1	protein_coding	4	122752840	122779849
ENSMUSG00000026270	Capn10	protein_coding	1	92862098	92875663
ENSMUSG00000026509	Capn2	protein_coding	1	182294825	182345173
ENSMUSG00000079110	Capn3	protein_coding	2	120294053	120335399
ENSMUSG00000038599	Capn8	protein_coding	1	182392572	182459917
ENSMUSG00000027184	Caprin1	protein_coding	2	103593286	103627994
ENSMUSG00000070372	Capza1	protein_coding	3	104730095	104771821
ENSMUSG00000028745	Capzb	protein_coding	4	138920210	139019129
ENSMUSG00000027555	Car13	protein_coding	3	14706787	14728062
ENSMUSG00000038526	Car14	protein_coding	3	95805080	95812003
ENSMUSG00000027562	Car2	protein_coding	3	14951333	14965830
ENSMUSG00000027559	Car3	protein_coding	3	14928572	14937583
ENSMUSG00000041261	Car8	protein_coding	4	8143362	8239041
ENSMUSG00000028463	Car9	protein_coding	4	43506966	43513729
ENSMUSG00000026928	Card9	protein_coding	2	26242188	26250930
ENSMUSG00000026017	Carf	protein_coding	1	60137406	60193112
ENSMUSG00000027997	Casp6	protein_coding	3	129695074	129707752
ENSMUSG00000026029	Casp8	protein_coding	1	58834533	58886662
ENSMUSG00000028282	Casp8ap2	protein_coding	4	32615451	32653265
ENSMUSG00000028914	Casp9	protein_coding	4	141520923	141543287
ENSMUSG00000007122	Casq1	protein_coding	1	172037461	172047435
ENSMUSG00000027861	Casq2	protein_coding	3	101993731	102053830
ENSMUSG00000074570	Cass4	protein_coding	2	172235714	172275677
ENSMUSG00000028977	Casz1	protein_coding	4	148888886	149039346
ENSMUSG00000027187	Cat	protein_coding	2	103284194	103315505
ENSMUSG00000073650	Catip	protein_coding	1	74401267	74408480
ENSMUSG00000033486	Catsper2	protein_coding	2	121223112	121244273
ENSMUSG00000048003	Catsper4	protein_coding	4	133939281	133954694
ENSMUSG00000091476	Catspere2	protein_coding	1	177810989	178000271
ENSMUSG00000045954	Cavin2	protein_coding	1	51328285	51342119
ENSMUSG00000028348	Cavin4	protein_coding	4	48663514	48673502
ENSMUSG00000038533	Cbfa2t2	protein_coding	2	154278401	154381276
ENSMUSG00000028582	Cc2d1b	protein_coding	4	108477137	108491320
ENSMUSG00000028461	Ccdc107	protein_coding	4	43492900	43495921
ENSMUSG00000042111	Ccdc115	protein_coding	1	34475751	34478753
ENSMUSG00000050625	Ccdc121	protein_coding	1	181337198	181339016
ENSMUSG00000044033	Ccdc141	protein_coding	2	76840246	77000980
ENSMUSG00000036641	Ccdc148	protein_coding	2	58711082	58991027
ENSMUSG00000025983	Ccdc150	protein_coding	1	54289842	54407886
ENSMUSG00000028689	Ccdc163	protein_coding	4	116565706	116608403
ENSMUSG00000048655	Ccdc169	protein_coding	3	55044760	55080356
ENSMUSG00000034035	Ccdc17	protein_coding	4	116453851	116457463
ENSMUSG00000052407	Ccdc171	protein_coding	4	83443782	83782907
ENSMUSG00000070883	Ccdc173	protein_coding	2	69588377	69619919
ENSMUSG00000035539	Ccdc180	protein_coding	4	45890303	45950774
ENSMUSG00000026578	Ccdc181	protein_coding	1	164103154	164115416
ENSMUSG00000048038	Ccdc187	protein_coding	2	26133481	26184569
ENSMUSG00000070532	Ccdc190	protein_coding	1	169756217	169762222
ENSMUSG00000078588	Ccdc24	protein_coding	4	117723721	117729754
ENSMUSG00000028795	Ccdc28b	protein_coding	4	129513067	129517740
ENSMUSG00000026676	Ccdc3	protein_coding	2	5142587	5235689
ENSMUSG00000028637	Ccdc30	protein_coding	4	119179663	119272718
ENSMUSG00000039983	Ccdc32	protein_coding	2	118848260	118859874
ENSMUSG00000027160	Ccdc34	protein_coding	2	109848162	110003705
ENSMUSG00000027676	Ccdc39	protein_coding	3	33866511	33898459
ENSMUSG00000045106	Ccdc73	protein_coding	2	104698150	104848249
ENSMUSG00000026339	Ccdc93	protein_coding	1	121358778	121434189
ENSMUSG00000045838	Ccdc9b	protein_coding	2	118584639	118593142
ENSMUSG00000071005	Ccl19	protein_coding	4	42754525	42756577
ENSMUSG00000026166	Ccl20	protein_coding	1	83094487	83096888
ENSMUSG00000094686	Ccl21a	protein_coding	4	42772860	42773993
ENSMUSG00000073888	Ccl27a	protein_coding	4	41769467	41774247
ENSMUSG00000027474	Ccm2l	protein_coding	2	152907875	152923655
ENSMUSG00000028195	Ccn1	protein_coding	3	145352731	145355736
ENSMUSG00000027656	Ccn5	protein_coding	2	163662781	163675066
ENSMUSG00000027793	Ccna1	protein_coding	3	54952890	54962922
ENSMUSG00000027715	Ccna2	protein_coding	3	36619014	36626299
ENSMUSG00000028252	Ccnc	protein_coding	4	21727701	21759922
ENSMUSG00000023572	Ccndbp1	protein_coding	2	120838884	120847385
ENSMUSG00000028212	Ccne2	protein_coding	4	11191351	11204779
ENSMUSG00000027829	Ccnl1	protein_coding	3	65853572	65865670
ENSMUSG00000029068	Ccnl2	protein_coding	4	155896946	155909000
ENSMUSG00000026349	Ccnt2	protein_coding	1	127701901	127735798
ENSMUSG00000070871	Ccnyl1	protein_coding	1	64729614	64764803
ENSMUSG00000001416	Cct3	protein_coding	3	88204423	88229074
ENSMUSG00000086564	Cd101	protein_coding	3	100900845	100936872
ENSMUSG00000038304	Cd160	protein_coding	3	96706079	96736667
ENSMUSG00000028865	Cd164l2	protein_coding	4	132939442	132951866
ENSMUSG00000028076	Cd1d1	protein_coding	3	86903141	86906748
ENSMUSG00000027863	Cd2	protein_coding	3	101183215	101195255
ENSMUSG00000004709	Cd244a	protein_coding	1	171386761	171437314
ENSMUSG00000005763	Cd247	protein_coding	1	165616250	165704846
ENSMUSG00000026012	Cd28	protein_coding	1	60755959	60812518
ENSMUSG00000060703	Cd302	protein_coding	2	60082337	60114832
ENSMUSG00000016494	Cd34	protein_coding	1	194621127	194643587
ENSMUSG00000002944	Cd36	protein_coding	5	17986688	18093799
ENSMUSG00000017652	Cd40	protein_coding	2	164897547	164914868
ENSMUSG00000005087	Cd44	protein_coding	2	102641486	102732010
ENSMUSG00000016493	Cd46	protein_coding	1	194719134	194774557
ENSMUSG00000015355	Cd48	protein_coding	1	171509577	171532826
ENSMUSG00000000682	Cd52	protein_coding	4	133809759	133822393
ENSMUSG00000040747	Cd53	protein_coding	3	106667237	106697465
ENSMUSG00000026399	Cd55	protein_coding	1	130366764	130390481
ENSMUSG00000026401	Cd55b	protein_coding	1	130316274	130350746
ENSMUSG00000032679	Cd59a	protein_coding	2	103926146	103945699
ENSMUSG00000068686	Cd59b	protein_coding	2	103900194	103921532
ENSMUSG00000015854	Cd5l	protein_coding	3	87265188	87278380
ENSMUSG00000028459	Cd72	protein_coding	4	43446462	43454628
ENSMUSG00000027215	Cd82	protein_coding	2	93249456	93293485
ENSMUSG00000038147	Cd84	protein_coding	1	171667265	171718285
ENSMUSG00000027435	Cd93	protein_coding	2	148278560	148285483
ENSMUSG00000028755	Cda	protein_coding	4	138065735	138095303
ENSMUSG00000027284	Cdan1	protein_coding	2	120546635	120680609
ENSMUSG00000039128	Cdc123	protein_coding	2	5799105	5849975
ENSMUSG00000033502	Cdc14a	protein_coding	3	116066202	116222394
ENSMUSG00000006398	Cdc20	protein_coding	4	118290098	118294549
ENSMUSG00000027330	Cdc25b	protein_coding	2	131028869	131040417
ENSMUSG00000066149	Cdc26	protein_coding	4	62301891	62326879
ENSMUSG00000006699	Cdc42	protein_coding	4	137047007	137085031
ENSMUSG00000026490	Cdc42bpa	protein_coding	1	179788037	179993168
ENSMUSG00000046722	Cdc42se1	protein_coding	3	95136043	95143720
ENSMUSG00000026361	Cdc73	protein_coding	1	143474538	143578631
ENSMUSG00000055612	Cdca7	protein_coding	2	72306503	72317237
ENSMUSG00000028873	Cdca8	protein_coding	4	124812258	124833104
ENSMUSG00000028217	Cdh17	protein_coding	4	11758147	11817895
ENSMUSG00000047216	Cdh19	protein_coding	1	110816056	110905314
ENSMUSG00000053166	Cdh22	protein_coding	2	164953427	165076773
ENSMUSG00000039155	Cdh26	protein_coding	2	178072324	178129159
ENSMUSG00000000305	Cdh4	protein_coding	2	179084224	179541166
ENSMUSG00000029062	Cdk11b	protein_coding	4	155709311	155734395
ENSMUSG00000028926	Cdk14	protein_coding	5	4853391	5470312
ENSMUSG00000026437	Cdk18	protein_coding	1	132039975	132067422
ENSMUSG00000027487	Cdk5rap1	protein_coding	2	154177300	154214930
ENSMUSG00000039298	Cdk5rap2	protein_coding	4	70135093	70328680
ENSMUSG00000040274	Cdk6	protein_coding	5	3391485	3581008
ENSMUSG00000009555	Cdk9	protein_coding	2	32595796	32603088
ENSMUSG00000044303	Cdkn2a	protein_coding	4	89192708	89212890
ENSMUSG00000073802	Cdkn2b	protein_coding	4	89224536	89229276
ENSMUSG00000028551	Cdkn2c	protein_coding	4	109518073	109524386
ENSMUSG00000039496	Cdnf	protein_coding	2	3514067	3527413
ENSMUSG00000058793	Cds2	protein_coding	2	132105068	132153970
ENSMUSG00000056501	Cebpb	protein_coding	2	167530835	167532338
ENSMUSG00000005506	Celf1	protein_coding	2	90770727	90849842
ENSMUSG00000002107	Celf2	protein_coding	2	6544505	7514374
ENSMUSG00000028137	Celf3	protein_coding	3	94385602	94399505
ENSMUSG00000068740	Celsr2	protein_coding	3	108298167	108323383
ENSMUSG00000068267	Cenpb	protein_coding	2	131017102	131021987
ENSMUSG00000045328	Cenpe	protein_coding	3	134918298	134979372
ENSMUSG00000026605	Cenpf	protein_coding	1	189372803	189420283
ENSMUSG00000026708	Cenpl	protein_coding	1	160898283	160914294
ENSMUSG00000073705	Cenps	protein_coding	4	149211578	149222086
ENSMUSG00000039523	Cep104	protein_coding	4	154059651	154093189
ENSMUSG00000068394	Cep152	protein_coding	2	125405008	125467033
ENSMUSG00000057335	Cep170	protein_coding	1	176561219	176641633
ENSMUSG00000038241	Cep250	protein_coding	2	155798378	155840820
ENSMUSG00000033671	Cep350	protein_coding	1	155720710	155849001
ENSMUSG00000037443	Cep85	protein_coding	4	133857169	133914423
ENSMUSG00000040774	Cept1	protein_coding	3	106409576	106455118
ENSMUSG00000039787	Cercam	protein_coding	2	29759176	29772852
ENSMUSG00000075256	Cerkl	protein_coding	2	79160887	79287129
ENSMUSG00000015714	Cers2	protein_coding	3	95222102	95230910
ENSMUSG00000027035	Cers6	protein_coding	2	68691785	68944626
