ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name
ENSG00000137760	ALKBH8	protein_coding	11
ENSG00000151360	ALLC	protein_coding	2
ENSG00000116127	ALMS1	protein_coding	2
ENSG00000108839	ALOX12	protein_coding	17
ENSG00000215067	ALOX12-AS1	lncRNA	17
ENSG00000179477	ALOX12B	protein_coding	17
ENSG00000161905	ALOX15	protein_coding	17
ENSG00000179593	ALOX15B	protein_coding	17
ENSG00000012779	ALOX5	protein_coding	10
ENSG00000132965	ALOX5AP	protein_coding	13
ENSG00000179148	ALOXE3	protein_coding	17
ENSG00000163286	ALPG	protein_coding	2
ENSG00000163295	ALPI	protein_coding	2
ENSG00000073331	ALPK1	protein_coding	4
ENSG00000198796	ALPK2	protein_coding	18
ENSG00000136383	ALPK3	protein_coding	15
ENSG00000162551	ALPL	protein_coding	1
ENSG00000163283	ALPP	protein_coding	2
ENSG00000003393	ALS2	protein_coding	2
ENSG00000178038	ALS2CL	protein_coding	3
ENSG00000180318	ALX1	protein_coding	12
ENSG00000156150	ALX3	protein_coding	1
ENSG00000052850	ALX4	protein_coding	11
ENSG00000183684	ALYREF	protein_coding	17
ENSG00000242110	AMACR	protein_coding	5
ENSG00000178522	AMBN	protein_coding	4
ENSG00000106927	AMBP	protein_coding	9
ENSG00000110497	AMBRA1	protein_coding	11
ENSG00000123505	AMD1	protein_coding	6
ENSG00000139344	AMDHD1	protein_coding	12
ENSG00000162066	AMDHD2	protein_coding	16
ENSG00000125363	AMELX	protein_coding	X
ENSG00000099721	AMELY	protein_coding	Y
ENSG00000184675	AMER1	protein_coding	X
ENSG00000165566	AMER2	protein_coding	13
ENSG00000178171	AMER3	protein_coding	2
ENSG00000159461	AMFR	protein_coding	16
ENSG00000104899	AMH	protein_coding	19
ENSG00000135409	AMHR2	protein_coding	12
ENSG00000181754	AMIGO1	protein_coding	1
ENSG00000139211	AMIGO2	protein_coding	12
ENSG00000176020	AMIGO3	protein_coding	3
ENSG00000101935	AMMECR1	protein_coding	X
ENSG00000144233	AMMECR1L	protein_coding	2
ENSG00000166126	AMN	protein_coding	14
ENSG00000151743	AMN1	protein_coding	12
ENSG00000126016	AMOT	protein_coding	X
ENSG00000166025	AMOTL1	protein_coding	11
ENSG00000114019	AMOTL2	protein_coding	3
ENSG00000116748	AMPD1	protein_coding	1
ENSG00000116337	AMPD2	protein_coding	1
ENSG00000133805	AMPD3	protein_coding	11
ENSG00000078053	AMPH	protein_coding	7
ENSG00000145020	AMT	protein_coding	3
ENSG00000187689	AMTN	protein_coding	4
ENSG00000237763	AMY1A	protein_coding	1
ENSG00000174876	AMY1B	protein_coding	1
ENSG00000187733	AMY1C	protein_coding	1
ENSG00000243480	AMY2A	protein_coding	1
ENSG00000240038	AMY2B	protein_coding	1
ENSG00000174945	AMZ1	protein_coding	7
ENSG00000196704	AMZ2	protein_coding	17
ENSG00000153107	ANAPC1	protein_coding	2
ENSG00000164162	ANAPC10	protein_coding	4
ENSG00000141552	ANAPC11	protein_coding	17
ENSG00000129055	ANAPC13	protein_coding	3
ENSG00000110200	ANAPC15	protein_coding	11
ENSG00000166295	ANAPC16	protein_coding	10
ENSG00000176248	ANAPC2	protein_coding	9
ENSG00000053900	ANAPC4	protein_coding	4
ENSG00000089053	ANAPC5	protein_coding	12
ENSG00000196510	ANAPC7	protein_coding	12
ENSG00000214274	ANG	protein_coding	14
ENSG00000013523	ANGEL1	protein_coding	14
ENSG00000174606	ANGEL2	protein_coding	1
ENSG00000154188	ANGPT1	protein_coding	8
ENSG00000091879	ANGPT2	protein_coding	8
ENSG00000101280	ANGPT4	protein_coding	20
ENSG00000116194	ANGPTL1	protein_coding	1
ENSG00000136859	ANGPTL2	protein_coding	9
ENSG00000132855	ANGPTL3	protein_coding	1
ENSG00000167772	ANGPTL4	protein_coding	19
ENSG00000187151	ANGPTL5	protein_coding	11
ENSG00000130812	ANGPTL6	protein_coding	19
ENSG00000171819	ANGPTL7	protein_coding	1
ENSG00000130173	ANGPTL8	protein_coding	19
ENSG00000227059	ANHX	protein_coding	12
ENSG00000029534	ANK1	protein_coding	8
ENSG00000145362	ANK2	protein_coding	4
ENSG00000248152	ANK2-AS1	lncRNA	4
ENSG00000151150	ANK3	protein_coding	10
ENSG00000254271	ANK3-DT	lncRNA	10
ENSG00000151687	ANKAR	protein_coding	2
ENSG00000166839	ANKDD1A	protein_coding	15
ENSG00000189045	ANKDD1B	protein_coding	5
ENSG00000132623	ANKEF1	protein_coding	20
ENSG00000153930	ANKFN1	protein_coding	17
ENSG00000185722	ANKFY1	protein_coding	17
ENSG00000154122	ANKH	protein_coding	5
ENSG00000131503	ANKHD1	protein_coding	5
ENSG00000254996	ANKHD1-EIF4EBP3	protein_coding	5
ENSG00000001629	ANKIB1	protein_coding	7
ENSG00000170209	ANKK1	protein_coding	11
ENSG00000160117	ANKLE1	protein_coding	19
ENSG00000176915	ANKLE2	protein_coding	12
ENSG00000144504	ANKMY1	protein_coding	2
ENSG00000106524	ANKMY2	protein_coding	7
ENSG00000164331	ANKRA2	protein_coding	5
ENSG00000148677	ANKRD1	protein_coding	10
ENSG00000088448	ANKRD10	protein_coding	13
ENSG00000167522	ANKRD11	protein_coding	16
ENSG00000101745	ANKRD12	protein_coding	18
ENSG00000076513	ANKRD13A	protein_coding	12
ENSG00000198720	ANKRD13B	protein_coding	17
ENSG00000118454	ANKRD13C	protein_coding	1
ENSG00000172932	ANKRD13D	protein_coding	11
ENSG00000134461	ANKRD16	protein_coding	10
ENSG00000132466	ANKRD17	protein_coding	4
ENSG00000180071	ANKRD18A	protein_coding	9
ENSG00000230453	ANKRD18B	protein_coding	9
ENSG00000165887	ANKRD2	protein_coding	10
ENSG00000260691	ANKRD20A1	protein_coding	9
ENSG00000183148	ANKRD20A2P	protein_coding	9
ENSG00000276203	ANKRD20A3P	protein_coding	9
ENSG00000172014	ANKRD20A4P	protein_coding	9
ENSG00000229089	ANKRD20A8P	transcribed_unprocessed_pseudogene	2
ENSG00000152766	ANKRD22	protein_coding	10
ENSG00000163126	ANKRD23	protein_coding	2
ENSG00000089847	ANKRD24	protein_coding	19
ENSG00000107890	ANKRD26	protein_coding	10
ENSG00000105186	ANKRD27	protein_coding	19
ENSG00000206560	ANKRD28	protein_coding	3
ENSG00000154065	ANKRD29	protein_coding	18
ENSG00000148513	ANKRD30A	protein_coding	10
ENSG00000180777	ANKRD30B	protein_coding	18
ENSG00000163046	ANKRD30BL	protein_coding	2
ENSG00000145700	ANKRD31	protein_coding	5
ENSG00000167612	ANKRD33	protein_coding	12
ENSG00000164236	ANKRD33B	protein_coding	5
ENSG00000250106	ANKRD33B-AS1	lncRNA	5
ENSG00000272031	ANKRD34A	protein_coding	1
ENSG00000189127	ANKRD34B	protein_coding	5
ENSG00000235711	ANKRD34C	protein_coding	15
ENSG00000259234	ANKRD34C-AS1	lncRNA	15
ENSG00000198483	ANKRD35	protein_coding	1
ENSG00000135976	ANKRD36	protein_coding	2
ENSG00000196912	ANKRD36B	protein_coding	2
ENSG00000174501	ANKRD36C	protein_coding	2
ENSG00000186352	ANKRD37	protein_coding	4
ENSG00000213337	ANKRD39	protein_coding	2
ENSG00000154945	ANKRD40	protein_coding	17
ENSG00000167117	ANKRD40CL	protein_coding	17
ENSG00000137494	ANKRD42	protein_coding	11
ENSG00000065413	ANKRD44	protein_coding	2
ENSG00000231621	ANKRD44-AS1	lncRNA	2
ENSG00000183831	ANKRD45	protein_coding	1
ENSG00000186106	ANKRD46	protein_coding	8
ENSG00000168876	ANKRD49	protein_coding	11
ENSG00000151458	ANKRD50	protein_coding	4
ENSG00000139645	ANKRD52	protein_coding	12
ENSG00000144031	ANKRD53	protein_coding	2
ENSG00000164512	ANKRD55	protein_coding	5
ENSG00000135299	ANKRD6	protein_coding	6
ENSG00000124227	ANKRD60	protein_coding	20
ENSG00000157999	ANKRD61	protein_coding	7
ENSG00000181626	ANKRD62	protein_coding	18
ENSG00000230778	ANKRD63	protein_coding	15
ENSG00000235098	ANKRD65	protein_coding	1
ENSG00000230062	ANKRD66	protein_coding	6
ENSG00000106013	ANKRD7	protein_coding	7
ENSG00000156381	ANKRD9	protein_coding	14
ENSG00000064999	ANKS1A	protein_coding	6
ENSG00000185046	ANKS1B	protein_coding	12
ENSG00000168096	ANKS3	protein_coding	16
ENSG00000165138	ANKS6	protein_coding	9
ENSG00000206199	ANKUB1	protein_coding	3
ENSG00000163516	ANKZF1	protein_coding	2
ENSG00000011426	ANLN	protein_coding	7
ENSG00000131620	ANO1	protein_coding	11
ENSG00000254902	ANO1-AS1	lncRNA	11
ENSG00000160746	ANO10	protein_coding	3
ENSG00000047617	ANO2	protein_coding	12
ENSG00000134343	ANO3	protein_coding	11
ENSG00000254819	ANO3-AS1	lncRNA	11
ENSG00000151572	ANO4	protein_coding	12
ENSG00000171714	ANO5	protein_coding	11
ENSG00000177119	ANO6	protein_coding	12
ENSG00000146205	ANO7	protein_coding	2
ENSG00000074855	ANO8	protein_coding	19
ENSG00000185101	ANO9	protein_coding	11
ENSG00000011201	ANOS1	protein_coding	X
ENSG00000140350	ANP32A	protein_coding	15
ENSG00000136938	ANP32B	protein_coding	9
ENSG00000139223	ANP32D	protein_coding	12
ENSG00000143401	ANP32E	protein_coding	1
ENSG00000166825	ANPEP	protein_coding	15
ENSG00000103254	ANTKMT	protein_coding	16
ENSG00000169604	ANTXR1	protein_coding	2
ENSG00000163297	ANTXR2	protein_coding	4
ENSG00000274209	ANTXRL	protein_coding	10
ENSG00000135046	ANXA1	protein_coding	9
ENSG00000109511	ANXA10	protein_coding	4
ENSG00000122359	ANXA11	protein_coding	10
ENSG00000104537	ANXA13	protein_coding	8
ENSG00000182718	ANXA2	protein_coding	15
ENSG00000177721	ANXA2R	protein_coding	5
ENSG00000138772	ANXA3	protein_coding	4
ENSG00000196975	ANXA4	protein_coding	2
ENSG00000164111	ANXA5	protein_coding	4
ENSG00000197043	ANXA6	protein_coding	5
ENSG00000138279	ANXA7	protein_coding	10
ENSG00000265190	ANXA8	protein_coding	10
ENSG00000264230	ANXA8L1	protein_coding	10
ENSG00000143412	ANXA9	protein_coding	1
ENSG00000136250	AOAH	protein_coding	7
ENSG00000002726	AOC1	protein_coding	7
ENSG00000131480	AOC2	protein_coding	17
ENSG00000131471	AOC3	protein_coding	17
ENSG00000148120	AOPEP	protein_coding	9
ENSG00000138356	AOX1	protein_coding	2
ENSG00000138660	AP1AR	protein_coding	4
ENSG00000166747	AP1G1	protein_coding	16
ENSG00000213983	AP1G2	protein_coding	14
ENSG00000072958	AP1M1	protein_coding	19
ENSG00000129354	AP1M2	protein_coding	19
ENSG00000106367	AP1S1	protein_coding	7
ENSG00000182287	AP1S2	protein_coding	X
ENSG00000152056	AP1S3	protein_coding	2
ENSG00000196961	AP2A1	protein_coding	19
ENSG00000006125	AP2B1	protein_coding	17
ENSG00000161203	AP2M1	protein_coding	3
ENSG00000042753	AP2S1	protein_coding	19
ENSG00000132842	AP3B1	protein_coding	5
ENSG00000103723	AP3B2	protein_coding	15
ENSG00000065000	AP3D1	protein_coding	19
ENSG00000185009	AP3M1	protein_coding	10
ENSG00000070718	AP3M2	protein_coding	8
ENSG00000177879	AP3S1	protein_coding	5
ENSG00000157823	AP3S2	protein_coding	15
ENSG00000134262	AP4B1	protein_coding	1
ENSG00000226167	AP4B1-AS1	lncRNA	1
ENSG00000081014	AP4E1	protein_coding	15
ENSG00000221838	AP4M1	protein_coding	7
ENSG00000100478	AP4S1	protein_coding	14
ENSG00000254470	AP5B1	protein_coding	11
ENSG00000053770	AP5M1	protein_coding	14
ENSG00000125843	AP5S1	protein_coding	20
ENSG00000242802	AP5Z1	protein_coding	7
ENSG00000120868	APAF1	protein_coding	12
ENSG00000034053	APBA2	protein_coding	15
ENSG00000011132	APBA3	protein_coding	19
ENSG00000166313	APBB1	protein_coding	11
ENSG00000077420	APBB1IP	protein_coding	10
ENSG00000163697	APBB2	protein_coding	4
ENSG00000113108	APBB3	protein_coding	5
ENSG00000134982	APC	protein_coding	5
ENSG00000115266	APC2	protein_coding	19
ENSG00000154856	APCDD1	protein_coding	18
ENSG00000198768	APCDD1L	protein_coding	20
ENSG00000132703	APCS	protein_coding	1
ENSG00000164062	APEH	protein_coding	3
ENSG00000248329	APELA	protein_coding	4
ENSG00000100823	APEX1	protein_coding	14
ENSG00000169188	APEX2	protein_coding	X
ENSG00000117362	APH1A	protein_coding	1
ENSG00000138613	APH1B	protein_coding	15
ENSG00000166181	API5	protein_coding	11
ENSG00000149089	APIP	protein_coding	11
ENSG00000169621	APLF	protein_coding	2
ENSG00000171388	APLN	protein_coding	X
ENSG00000134817	APLNR	protein_coding	11
ENSG00000105290	APLP1	protein_coding	19
ENSG00000084234	APLP2	protein_coding	11
ENSG00000101474	APMAP	protein_coding	20
ENSG00000118137	APOA1	protein_coding	11
ENSG00000235910	APOA1-AS	lncRNA	11
ENSG00000158874	APOA2	protein_coding	1
ENSG00000110244	APOA4	protein_coding	11
ENSG00000110243	APOA5	protein_coding	11
ENSG00000084674	APOB	protein_coding	2
ENSG00000111701	APOBEC1	protein_coding	12
ENSG00000124701	APOBEC2	protein_coding	6
ENSG00000173627	APOBEC4	protein_coding	1
ENSG00000184730	APOBR	protein_coding	16
ENSG00000130208	APOC1	protein_coding	19
ENSG00000234906	APOC2	protein_coding	19
ENSG00000110245	APOC3	protein_coding	11
ENSG00000267467	APOC4	protein_coding	19
ENSG00000224916	APOC4-APOC2	protein_coding	19
ENSG00000189058	APOD	protein_coding	3
ENSG00000130203	APOE	protein_coding	19
ENSG00000175336	APOF	protein_coding	12
ENSG00000091583	APOH	protein_coding	17
ENSG00000178878	APOLD1	protein_coding	12
ENSG00000184831	APOO	protein_coding	X
ENSG00000155008	APOOL	protein_coding	X
ENSG00000142192	APP	protein_coding	21
ENSG00000062725	APPBP2	protein_coding	17
ENSG00000157500	APPL1	protein_coding	3
ENSG00000136044	APPL2	protein_coding	12
ENSG00000198931	APRT	protein_coding	16
ENSG00000214293	APTR	lncRNA	7
ENSG00000137074	APTX	protein_coding	9
ENSG00000240583	AQP1	protein_coding	7
ENSG00000143595	AQP10	protein_coding	1
ENSG00000178301	AQP11	protein_coding	11
ENSG00000184945	AQP12A	protein_coding	2
ENSG00000185176	AQP12B	protein_coding	2
ENSG00000167580	AQP2	protein_coding	12
ENSG00000165272	AQP3	protein_coding	9
ENSG00000171885	AQP4	protein_coding	18
ENSG00000260372	AQP4-AS1	lncRNA	18
ENSG00000161798	AQP5	protein_coding	12
ENSG00000086159	AQP6	protein_coding	12
ENSG00000165269	AQP7	protein_coding	9
ENSG00000103375	AQP8	protein_coding	16
ENSG00000103569	AQP9	protein_coding	15
ENSG00000021776	AQR	protein_coding	15
ENSG00000169083	AR	protein_coding	X
ENSG00000078061	ARAF	protein_coding	X
ENSG00000186635	ARAP1	protein_coding	11
ENSG00000256007	ARAP1-AS1	lncRNA	11
ENSG00000245148	ARAP1-AS2	lncRNA	11
ENSG00000047365	ARAP2	protein_coding	4
ENSG00000120318	ARAP3	protein_coding	5
ENSG00000198576	ARC	protein_coding	8
ENSG00000095139	ARCN1	protein_coding	11
ENSG00000109321	AREG	protein_coding	4
ENSG00000119682	AREL1	protein_coding	14
ENSG00000143761	ARF1	protein_coding	1
ENSG00000134287	ARF3	protein_coding	12
ENSG00000168374	ARF4	protein_coding	3
ENSG00000272146	ARF4-AS1	lncRNA	3
ENSG00000004059	ARF5	protein_coding	7
ENSG00000165527	ARF6	protein_coding	14
ENSG00000101199	ARFGAP1	protein_coding	20
ENSG00000149182	ARFGAP2	protein_coding	11
ENSG00000066777	ARFGEF1	protein_coding	8
ENSG00000124198	ARFGEF2	protein_coding	20
ENSG00000112379	ARFGEF3	protein_coding	6
ENSG00000164144	ARFIP1	protein_coding	4
ENSG00000132254	ARFIP2	protein_coding	11
ENSG00000101246	ARFRP1	protein_coding	20
ENSG00000118520	ARG1	protein_coding	6
ENSG00000081181	ARG2	protein_coding	14
ENSG00000186103	ARGFX	protein_coding	3
ENSG00000134884	ARGLU1	protein_coding	13
ENSG00000175220	ARHGAP1	protein_coding	11
ENSG00000071205	ARHGAP10	protein_coding	4
ENSG00000198826	ARHGAP11A	protein_coding	15
ENSG00000285077	ARHGAP11B	protein_coding	15
ENSG00000165322	ARHGAP12	protein_coding	10
ENSG00000075884	ARHGAP15	protein_coding	2
ENSG00000231758	ARHGAP15-AS1	lncRNA	2
ENSG00000146376	ARHGAP18	protein_coding	6
ENSG00000213390	ARHGAP19	protein_coding	10
ENSG00000269891	ARHGAP19-SLIT1	protein_coding	10
ENSG00000137727	ARHGAP20	protein_coding	11
ENSG00000107863	ARHGAP21	protein_coding	10
ENSG00000128805	ARHGAP22	protein_coding	10
ENSG00000138639	ARHGAP24	protein_coding	4
ENSG00000163219	ARHGAP25	protein_coding	2
ENSG00000145819	ARHGAP26	protein_coding	5
ENSG00000226272	ARHGAP26-AS1	lncRNA	5
ENSG00000088756	ARHGAP28	protein_coding	18
ENSG00000137962	ARHGAP29	protein_coding	1
ENSG00000226835	ARHGAP29-AS1	lncRNA	1
ENSG00000186517	ARHGAP30	protein_coding	1
ENSG00000031081	ARHGAP31	protein_coding	3
ENSG00000241155	ARHGAP31-AS1	lncRNA	3
ENSG00000134909	ARHGAP32	protein_coding	11
ENSG00000004777	ARHGAP33	protein_coding	19
ENSG00000160007	ARHGAP35	protein_coding	19
ENSG00000147256	ARHGAP36	protein_coding	X
ENSG00000147799	ARHGAP39	protein_coding	8
ENSG00000089820	ARHGAP4	protein_coding	X
ENSG00000124143	ARHGAP40	protein_coding	20
ENSG00000165895	ARHGAP42	protein_coding	11
ENSG00000248027	ARHGAP42-AS1	lncRNA	11
ENSG00000006740	ARHGAP44	protein_coding	17
ENSG00000180448	ARHGAP45	protein_coding	19
ENSG00000100852	ARHGAP5	protein_coding	14
ENSG00000258655	ARHGAP5-AS1	lncRNA	14
ENSG00000047648	ARHGAP6	protein_coding	X
ENSG00000123329	ARHGAP9	protein_coding	12
ENSG00000141522	ARHGDIA	protein_coding	17
ENSG00000111348	ARHGDIB	protein_coding	12
ENSG00000242173	ARHGDIG	protein_coding	16
ENSG00000076928	ARHGEF1	protein_coding	19
ENSG00000104728	ARHGEF10	protein_coding	8
ENSG00000074964	ARHGEF10L	protein_coding	1
ENSG00000132694	ARHGEF11	protein_coding	1
ENSG00000196914	ARHGEF12	protein_coding	11
ENSG00000198844	ARHGEF15	protein_coding	17
ENSG00000130762	ARHGEF16	protein_coding	1
ENSG00000110237	ARHGEF17	protein_coding	11
ENSG00000104880	ARHGEF18	protein_coding	19
ENSG00000142632	ARHGEF19	protein_coding	1
ENSG00000234166	ARHGEF19-AS1	lncRNA	1
ENSG00000116584	ARHGEF2	protein_coding	1
ENSG00000224276	ARHGEF2-AS1	lncRNA	1
ENSG00000240771	ARHGEF25	protein_coding	12
ENSG00000214944	ARHGEF28	protein_coding	5
ENSG00000163947	ARHGEF3	protein_coding	3
ENSG00000240198	ARHGEF3-AS1	lncRNA	3
ENSG00000214694	ARHGEF33	protein_coding	2
ENSG00000244198	ARHGEF35-AS1	lncRNA	7
ENSG00000183111	ARHGEF37	protein_coding	5
ENSG00000236699	ARHGEF38	protein_coding	4
ENSG00000137135	ARHGEF39	protein_coding	9
ENSG00000136002	ARHGEF4	protein_coding	2
ENSG00000165801	ARHGEF40	protein_coding	14
ENSG00000129675	ARHGEF6	protein_coding	X
ENSG00000102606	ARHGEF7	protein_coding	13
ENSG00000227352	ARHGEF7-AS1	lncRNA	13
ENSG00000235875	ARHGEF7-AS2	lncRNA	13
ENSG00000131089	ARHGEF9	protein_coding	X
ENSG00000117713	ARID1A	protein_coding	1
ENSG00000049618	ARID1B	protein_coding	6
ENSG00000189079	ARID2	protein_coding	12
ENSG00000116017	ARID3A	protein_coding	19
ENSG00000179361	ARID3B	protein_coding	15
ENSG00000205143	ARID3C	protein_coding	9
ENSG00000032219	ARID4A	protein_coding	14
ENSG00000054267	ARID4B	protein_coding	1
ENSG00000196843	ARID5A	protein_coding	2
ENSG00000150347	ARID5B	protein_coding	10
ENSG00000166233	ARIH1	protein_coding	15
ENSG00000177479	ARIH2	protein_coding	3
ENSG00000221883	ARIH2OS	lncRNA	3
ENSG00000120805	ARL1	protein_coding	12
ENSG00000175414	ARL10	protein_coding	5
ENSG00000152213	ARL11	protein_coding	13
ENSG00000174225	ARL13A	protein_coding	X
ENSG00000169379	ARL13B	protein_coding	3
ENSG00000179674	ARL14	protein_coding	3
ENSG00000152219	ARL14EP	protein_coding	11
ENSG00000268223	ARL14EPL	protein_coding	5
ENSG00000185305	ARL15	protein_coding	5
ENSG00000214087	ARL16	protein_coding	17
ENSG00000185829	ARL17A	protein_coding	17
ENSG00000228696	ARL17B	protein_coding	17
ENSG00000213465	ARL2	protein_coding	11
ENSG00000273003	ARL2-SNX15	protein_coding	11
ENSG00000102931	ARL2BP	protein_coding	16
ENSG00000138175	ARL3	protein_coding	10
ENSG00000122644	ARL4A	protein_coding	7
ENSG00000188042	ARL4C	protein_coding	2
ENSG00000175906	ARL4D	protein_coding	17
ENSG00000162980	ARL5A	protein_coding	2
ENSG00000165997	ARL5B	protein_coding	10
ENSG00000141748	ARL5C	protein_coding	17
ENSG00000113966	ARL6	protein_coding	3
ENSG00000170540	ARL6IP1	protein_coding	16
ENSG00000182196	ARL6IP4	protein_coding	12
ENSG00000144746	ARL6IP5	protein_coding	3
ENSG00000177917	ARL6IP6	protein_coding	2
ENSG00000143862	ARL8A	protein_coding	1
ENSG00000134108	ARL8B	protein_coding	3
ENSG00000196503	ARL9	protein_coding	4
ENSG00000260896	ARLNC1	lncRNA	16
ENSG00000104442	ARMC1	protein_coding	8
ENSG00000170632	ARMC10	protein_coding	7
ENSG00000157343	ARMC12	protein_coding	6
ENSG00000118690	ARMC2	protein_coding	6
ENSG00000230290	ARMC2-AS1	lncRNA	6
ENSG00000165309	ARMC3	protein_coding	10
ENSG00000140691	ARMC5	protein_coding	16
ENSG00000105676	ARMC6	protein_coding	19
ENSG00000125449	ARMC7	protein_coding	17
ENSG00000114098	ARMC8	protein_coding	3
ENSG00000135931	ARMC9	protein_coding	2
ENSG00000126947	ARMCX1	protein_coding	X
ENSG00000184867	ARMCX2	protein_coding	X
ENSG00000102401	ARMCX3	protein_coding	X
ENSG00000228275	ARMCX3-AS1	lncRNA	X
ENSG00000196440	ARMCX4	protein_coding	X
ENSG00000125962	ARMCX5	protein_coding	X
ENSG00000198960	ARMCX6	protein_coding	X
ENSG00000198520	ARMH1	protein_coding	1
ENSG00000260286	ARMH2	protein_coding	6
ENSG00000120029	ARMH3	protein_coding	10
ENSG00000139971	ARMH4	protein_coding	14
ENSG00000254636	ARMS2	protein_coding	10
ENSG00000146476	ARMT1	protein_coding	6
ENSG00000235072	ARNILA	lncRNA	2
ENSG00000143437	ARNT	protein_coding	1
ENSG00000172379	ARNT2	protein_coding	15
ENSG00000133794	ARNTL	protein_coding	11
ENSG00000029153	ARNTL2	protein_coding	12
ENSG00000245311	ARNTL2-AS1	lncRNA	12
ENSG00000241685	ARPC1A	protein_coding	7
ENSG00000130429	ARPC1B	protein_coding	7
ENSG00000163466	ARPC2	protein_coding	2
ENSG00000111229	ARPC3	protein_coding	12
ENSG00000241553	ARPC4	protein_coding	3
ENSG00000250151	ARPC4-TTLL3	protein_coding	3
ENSG00000162704	ARPC5	protein_coding	1
ENSG00000136950	ARPC5L	protein_coding	9
ENSG00000242498	ARPIN	protein_coding	15
ENSG00000250021	ARPIN-AP3S2	protein_coding	15
ENSG00000128989	ARPP19	protein_coding	15
ENSG00000172995	ARPP21	protein_coding	3
ENSG00000230830	ARPP21-AS1	lncRNA	3
ENSG00000120500	ARR3	protein_coding	X
ENSG00000137486	ARRB1	protein_coding	11
ENSG00000141480	ARRB2	protein_coding	17
ENSG00000197070	ARRDC1	protein_coding	9
ENSG00000203993	ARRDC1-AS1	lncRNA	9
ENSG00000105643	ARRDC2	protein_coding	19
ENSG00000113369	ARRDC3	protein_coding	5
ENSG00000281357	ARRDC3-AS1	lncRNA	5
ENSG00000140450	ARRDC4	protein_coding	15
ENSG00000205784	ARRDC5	protein_coding	19
ENSG00000113273	ARSB	protein_coding	5
ENSG00000006756	ARSD	protein_coding	X
ENSG00000229851	ARSD-AS1	lncRNA	X
ENSG00000062096	ARSF	protein_coding	X
ENSG00000141337	ARSG	protein_coding	17
ENSG00000205667	ARSH	protein_coding	X
ENSG00000183876	ARSI	protein_coding	5
ENSG00000180801	ARSJ	protein_coding	4
ENSG00000164291	ARSK	protein_coding	5
ENSG00000157399	ARSL	protein_coding	X
ENSG00000129744	ART1	protein_coding	11
ENSG00000156219	ART3	protein_coding	4
ENSG00000111339	ART4	protein_coding	12
ENSG00000167311	ART5	protein_coding	11
ENSG00000117407	ARTN	protein_coding	1
ENSG00000173409	ARV1	protein_coding	1
ENSG00000004848	ARX	protein_coding	X
ENSG00000214435	AS3MT	protein_coding	10
ENSG00000104763	ASAH1	protein_coding	8
ENSG00000188611	ASAH2	protein_coding	10
ENSG00000204147	ASAH2B	protein_coding	10
ENSG00000153317	ASAP1	protein_coding	8
