"symbol_hs","symbol_mm"
"TAGLN2","Tagln2"
"IGSF9","Igsf9"
"SLAMF9","Slamf9"
"PIGM","Pigm"
"IGSF8","Igsf8"
"ATP1A2","Atp1a2"
"CASQ1","Casq1"
"PEA15","Pea15a"
"DCAF8","Dcaf8"
"PEX19","Pex19"
"COPA","Copa"
"NCSTN","Ncstn"
"VANGL2","Vangl2"
"SLAMF6","Slamf6"
"CD84","Cd84"
"SLAMF1","Slamf1"
"CD48","Cd48"
"SLAMF7","Slamf7"
"LY9","Ly9"
"CD244","Cd244a"
"ITLN1","Itln1"
"F11R","F11r"
"TSTD1","Tstd1"
"USF1","Usf1"
"ARHGAP30","Arhgap30"
"NECTIN4","Nectin4"
"KLHDC9","Klhdc9"
"PFDN2","Pfdn2"
"NIT1","Nit1"
"DEDD","Dedd"
"UFC1","Ufc1"
"USP21","Usp21"
"PPOX","Ppox"
"B4GALT3","B4galt3"
"ADAMTS4","Adamts4"
"NDUFS2","Ndufs2"
"FCER1G","Fcer1g"
"TOMM40L","Tomm40l"
"PCP4L1","Pcp4l1"
"MPZ","Mpz"
"SDHC","Sdhc"
"CFAP126","Cfap126"
"FCRLA","Fcrla"
"FCRLB","Fcrlb"
"DUSP12","Dusp12"
"ATF6","Atf6"
"OLFML2B","Olfml2b"
"NOS1AP","Nos1ap"
"UHMK1","Uhmk1"
"UAP1","Uap1"
"DDR2","Ddr2"
"HSD17B7","Hsd17b7"
"CCDC190","Ccdc190"
"RGS4","Rgs4"
"RGS5","Rgs5"
"NUF2","Nuf2"
"PBX1","Pbx1"
"RXRG","Rxrg"
"MGST3","Mgst3"
"ALDH9A1","Aldh9a1"
"TMCO1","Tmco1"
"UCK2","Uck2"
"FAM78B","Fam78b"
"POGK","Pogk"
"TADA1","Tada1"
"ILDR2","Ildr2"
"GPA33","Gpa33"
"POU2F1","Pou2f1"
"CD247","Cd247"
"CREG1","Creg1"
"RCSD1","Rcsd1"
"MPZL1","Mpzl1"
"MPC2","Mpc2"
"DCAF6","Dcaf6"
"GPR161","Gpr161"
"TIPRL","Tiprl"
"SFT2D2","Sft2d2"
"TBX19","Tbx19"
"DPT","Dpt"
"ATP1B1","Atp1b1"
"NME7","Nme7"
"BLZF1","Blzf1"
"CCDC181","Ccdc181"
"SLC19A2","Slc19a2"
"F5","F5"
"SELP","Selp"
"C1orf112","BC055324"
"SELL","Sell"
"SELE","Sele"
"METTL18","Mettl18"
"SCYL3","Scyl3"
"KIFAP3","Kifap3"
"GORAB","Gorab"
"PRRX1","Prrx1"
"MROH9","Mroh9"
"FMO3","Fmo3"
"FMO2","Fmo2"
"FMO1","Fmo1"
"FMO4","Fmo4"
"PRRC2C","Prrc2c"
"MYOC","Myoc"
"VAMP4","Vamp4"
"DNM3","Dnm3"
"PIGC","Pigc"
"SUCO","Suco"
"FASLG","Fasl"
"TNFSF4","Tnfsf4"
"ANKRD45","Ankrd45"
"KLHL20","Klhl20"
"CENPL","Cenpl"
"DARS2","Dars2"
"ZBTB37","Zbtb37"
"RC3H1","Rc3h1"
"RABGAP1L","Rabgap1l"
"CACYBP","Cacybp"
"MRPS14","Mrps14"
"TNN","Tnn"
"KIAA0040","4930523C07Rik"
"TNR","Tnr"
"COP1","Cop1"
"PAPPA2","Pappa2"
"ASTN1","Astn1"
"SEC16B","Sec16b"
"RASAL2","Rasal2"
"RALGPS2","Ralgps2"
"ANGPTL1","Angptl1"
"FAM20B","Fam20b"
"TOR3A","Tor3a"
"ABL2","Abl2"
"SOAT1","Soat1"
"AXDND1","Axdnd1"
"TOR1AIP2","Tor1aip2"
"TOR1AIP1","Tor1aip1"
"CEP350","Cep350"
"QSOX1","Qsox1"
"ACBD6","Acbd6"
"XPR1","Xpr1"
"KIAA1614","BC034090"
"STX6","Stx6"
"MR1","Mr1"
"IER5","Ier5"
"GLUL","Glul"
"RNASEL","Rnasel"
"RGS16","Rgs16"
"NPL","Npl"
"DHX9","Dhx9"
"LAMC1","Lamc1"
"LAMC2","Lamc2"
"NMNAT2","Nmnat2"
"SMG7","Smg7"
"NCF2","Ncf2"
"ARPC5","Arpc5"
"RGL1","Rgl1"
"APOBEC4","Apobec4"
"COLGALT2","Colgalt2"
"TSEN15","Tsen15"
"C1orf21","1700025G04Rik"
"EDEM3","Edem3"
"NIBAN1","Niban1"
"RNF2","Rnf2"
"TRMT1L","Trmt1l"
"SWT1","Swt1"
"IVNS1ABP","Ivns1abp"
"HMCN1","Hmcn1"
"PRG4","Prg4"
"TPR","Tpr"
"ODR4","Odr4"
"PTGS2","Ptgs2"
"PLA2G4A","Pla2g4a"
"BRINP3","Brinp3"
"RGS18","Rgs18"
"RGS1","Rgs1"
"RGS13","Rgs13"
"RGS2","Rgs2"
"UCHL5","Uchl5"
"RO60","Ro60"
"CDC73","Cdc73"
"B3GALT2","B3galt2"
"KCNT2","Kcnt2"
"ASPM","Aspm"
"ZBTB41","Zbtb41"
"DENND1B","Dennd1b"
"C1orf53","2310009B15Rik"
"LHX9","Lhx9"
"NEK7","Nek7"
"PTPRC","Ptprc"
"NR5A2","Nr5a2"
"ZNF281","Zfp281"
"KIF14","Kif14"
"DDX59","Ddx59"
"CAMSAP2","Camsap2"
"INAVA","Inava"
"KIF21B","Kif21b"
"ASCL5","Ascl5"
"TMEM9","Tmem9"
"IGFN1","Igfn1"
"PKP1","Pkp1"
"TNNT2","Tnnt2"
"LAD1","Lad1"
"TNNI1","Tnni1"
"PHLDA3","Phlda3"
"CSRP1","Csrp1"
"NAV1","Nav1"
"IPO9","Ipo9"
"SHISA4","Shisa4"
"LMOD1","Lmod1"
"TIMM17A","Timm17a"
"RNPEP","Rnpep"
"ELF3","Elf3"
"ARL8A","Arl8a"
"PTPN7","Ptpn7"
"LGR6","Lgr6"
"UBE2T","Ube2t"
"PPP1R12B","Ppp1r12b"
"KDM5B","Kdm5b"
"RABIF","Rabif"
"KLHL12","Klhl12"
"ADIPOR1","Adipor1"
"CYB5R1","Cyb5r1"
"TMEM183A","Tmem183a"
"PPFIA4","Ppfia4"
"ADORA1","Adora1"
"CHI3L1","Chil1"
"CHIT1","Chit1"
"BTG2","Btg2"
"FMOD","Fmod"
"PRELP","Prelp"
"ATP2B4","Atp2b4"
"LAX1","Lax1"
"SNRPE","Snrpe"
"SOX13","Sox13"
"ETNK2","Etnk2"
"REN","Ren1"
"PLEKHA6","Plekha6"
"PPP1R15B","Ppp1r15b"
"PIK3C2B","Pik3c2b"
"MDM4","Mdm4"
"LRRN2","Lrrn2"
"NFASC","Nfasc"
"TMEM81","Tmem81"
"RBBP5","Rbbp5"
"DSTYK","Dstyk"
"TMCC2","Tmcc2"
"NUAK2","Nuak2"
"KLHDC8A","Klhdc8a"
"LEMD1","Lemd1"
"CDK18","Cdk18"
"MFSD4A","Mfsd4a"
"ELK4","Elk4"
"SLC45A3","Slc45a3"
"NUCKS1","Nucks1"
"RAB29","Rab29"
"SLC41A1","Slc41a1"
"SLC26A9","Slc26a9"
"RAB7B","Rab7b"
"CTSE","Ctse"
"IKBKE","Ikbke"
"RASSF5","Rassf5"
"EIF2D","Eif2d"
"DYRK3","Dyrk3"
"MAPKAPK2","Mapkapk2"
"IL10","Il10"
"FCMR","Fcmr"
"PIGR","Pigr"
"C1orf116","AA986860"
"PFKFB2","Pfkfb2"
"YOD1","Yod1"
"C4BPA","C4bp"
"CR2","Cr2"
"CR1","Cr1l"
"CD46","Cd46"
"CD34","Cd34"
"PLXNA2","Plxna2"
"CAMK1G","Camk1g"
"LAMB3","Lamb3"
"G0S2","G0s2"
"HSD11B1","Hsd11b1"
"TRAF3IP3","Traf3ip3"
"C1orf74","A130010J15Rik"
"IRF6","Irf6"
"UTP25","Utp25"
"SYT14","Syt14"
"SERTAD4","Sertad4"
"HHAT","Hhat"
"RCOR3","Rcor3"
"TRAF5","Traf5"
"RD3","Rd3"
"SLC30A1","Slc30a1"
"NEK2","Nek2"
"LPGAT1","Lpgat1"
"INTS7","Ints7"
"DTL","Dtl"
"PPP2R5A","Ppp2r5a"
"PACC1","Pacc1"
"NENF","Nenf"
"ATF3","Atf3"
"BATF3","Batf3"
"NSL1","Nsl1"
"TATDN3","Tatdn3"
"FLVCR1","Flvcr1"
"VASH2","Vash2"
"ANGEL2","Angel2"
"PROX1","Prox1"
"SMYD2","Smyd2"
"PTPN14","Ptpn14"
"CENPF","Cenpf"
"KCTD3","Kctd3"
"ESRRG","Esrrg"
"GPATCH2","Gpatch2"
"SPATA17","Spata17"
"RRP15","Rrp15"
"TGFB2","Tgfb2"
"LYPLAL1","Lyplal1"
"BPNT1","Bpnt1"
"IARS2","Iars2"
"RAB3GAP2","Rab3gap2"
"MARK1","Mark1"
"C1orf115","C130074G19Rik"
"HLX","Hlx"
"DUSP10","Dusp10"
"TAF1A","Taf1a"
"MIA3","Mia3"
"AIDA","Aida"
"BROX","Brox"
"DISP1","Disp1"
"TLR5","Tlr5"
"SUSD4","Susd4"
"CAPN8","Capn8"
"CAPN2","Capn2"
"TP53BP2","Trp53bp2"
"FBXO28","Fbxo28"
"NVL","Nvl"
"CNIH4","Cnih4"
"WDR26","Wdr26"
"CNIH3","Cnih3"
"DNAH14","Dnah14"
"LBR","Lbr"
"ENAH","Enah"
"SRP9","Srp9"
"EPHX1","Ephx1"
"TMEM63A","Tmem63a"
"PYCR2","Pycr2"
"SDE2","Sde2"
"ACBD3","Acbd3"
"MIXL1","Mixl1"
"LIN9","Lin9"
"PARP1","Parp1"
"STUM","Stum"
"ITPKB","Itpkb"
"PSEN2","Psen2"
"COQ8A","Coq8a"
"CDC42BPA","Cdc42bpa"
"SNAP47","Snap47"
"JMJD4","Jmjd4"
"WNT9A","Wnt9a"
"WNT3A","Wnt3a"
"ARF1","Arf1"
"C1orf35","2310033P09Rik"
"MRPL55","Mrpl55"
"GUK1","Guk1"
"GJC2","Gjc2"
"IBA57","Iba57"
"OBSCN","Obscn"
"TRIM11","Trim11"
"TRIM17","Trim17"
"RHOU","Rhou"
"RAB4A","Rab4a"
"CCSAP","Ccsap"
"ACTA1","Acta1"
"NUP133","Nup133"
"ABCB10","Abcb10"
"TAF5L","Taf5l"
"URB2","Urb2"
"GALNT2","Galnt2"
"PGBD5","Pgbd5"
"COG2","Cog2"
"AGT","Agt"
"CAPN9","Capn9"
"C1orf198","2310022B05Rik"
"TTC13","Ttc13"
"ARV1","Arv1"
"FAM89A","Fam89a"
"C1orf131","2810004N23Rik"
"GNPAT","Gnpat"
"EXOC8","Exoc8"
"SPRTN","Sprtn"
"EGLN1","Egln1"
"TSNAX","Tsnax"
"DISC1","Disc1"
"SIPA1L2","Sipa1l2"
"MAP10","Map10"
"NTPCR","Ntpcr"
"PCNX2","Pcnx2"
"MAP3K21","Map3k21"
"KCNK1","Kcnk1"
"SLC35F3","Slc35f3"
"COA6","Coa6"
"TARBP1","Tarbp1"
"IRF2BP2","Irf2bp2"
"TOMM20","Tomm20"
"RBM34","Rbm34"
"ARID4B","Arid4b"
"GGPS1","Ggps1"
"TBCE","Tbce"
"B3GALNT2","B3galnt2"
"GNG4","Gng4"
"LYST","Lyst"
"NID1","Nid1"
"GPR137B","Gpr137b"
"ERO1B","Ero1b"
"EDARADD","Edaradd"
"LGALS8","Lgals8"
"HEATR1","Heatr1"
"ACTN2","Actn2"
"MTR","Mtr"
"RYR2","Ryr2"
"CHRM3","Chrm3"
"FMN2","Fmn2"
"GREM2","Grem2"
"FH","Fh1"
"KMO","Kmo"
"EXO1","Exo1"
"PLD5","Pld5"
"CEP170","Cep170"
"SDCCAG8","Sdccag8"
"AKT3","Akt3"
"ZBTB18","Zbtb18"
"ADSS","Adss"
"DESI2","Desi2"
"COX20","Cox20"
"HNRNPU","Hnrnpu"
"EFCAB2","Efcab2"
"KIF26B","Kif26b"
"SMYD3","Smyd3"
"TFB2M","Tfb2m"
"CNST","Cnst"
"SCCPDH","Sccpdh"
"AHCTF1","Ahctf1"
"ZNF496","Zkscan17"
"NLRP3","Nlrp3"
"TRIM58","Trim58"
"SH3BP5L","Sh3bp5l"
"ZNF672","Zfp672"
"ZNF692","Zfp692"
"FAM110C","Fam110c"
"SH3YL1","Sh3yl1"
"ACP1","Acp1"
"ALKAL2","Alkal2"
"TMEM18","Tmem18"
"SNTG2","Sntg2"
"PXDN","Pxdn"
"EIPR1","Eipr1"
"TRAPPC12","Trappc12"
"ADI1","Adi1"
"RNASEH1","Rnaseh1"
"COLEC11","Colec11"
"CMPK2","Cmpk2"
"RSAD2","Rsad2"
"RNF144A","Rnf144a"
"ID2","Id2"
"KIDINS220","Kidins220"
"MBOAT2","Mboat2"
"ASAP2","Asap2"
"ITGB1BP1","Itgb1bp1"
"CPSF3","Cpsf3"
"IAH1","Iah1"
"ADAM17","Adam17"
"YWHAQ","Ywhaq"
"TAF1B","Taf1b"
"GRHL1","Grhl1"
"KLF11","Klf11"
"CYS1","Cys1"
"RRM2","Rrm2"
"HPCAL1","Hpcal1"
"ODC1","Odc1"
"NOL10","Nol10"
"ATP6V1C2","Atp6v1c2"
"PDIA6","Pdia6"
"KCNF1","Kcnf1"
"SLC66A3","Pqlc3"
"ROCK2","Rock2"
"E2F6","E2f6"
"GREB1","Greb1"
"LPIN1","Lpin1"
"TRIB2","Trib2"
"LRATD1","Lratd1"
"NBAS","Nbas"
"DDX1","Ddx1"
"MYCN","Mycs"
"VSNL1","Vsnl1"
"SMC6","Smc6"
"GEN1","Gen1"
"KCNS3","Kcns3"
"RDH14","Rdh14"
"OSR1","Osr1"
"TTC32","Ttc32"
"WDR35","Wdr35"
"MATN3","Matn3"
"LAPTM4A","Laptm4a"
"SDC1","Sdc1"
"PUM2","Pum2"
"RHOB","Rhob"
"HS1BP3","Hs1bp3"
"GDF7","Gdf7"
"LDAH","Ldah"
"APOB","Apob"
"KLHL29","Klhl29"
"ATAD2B","Atad2b"
"UBXN2A","Ubxn2a"
"MFSD2B","Mfsd2b"
"WDCP","Wdcp"
"FKBP1B","Fkbp1b"
"SF3B6","Sf3b6"
"FAM228B","Fam228b"
"PFN4","Pfn4"
"FAM228A","Fam228a"
"ITSN2","Itsn2"
"NCOA1","Ncoa1"
"PTRHD1","Ptrhd1"
"CENPO","Cenpo"
"ADCY3","Adcy3"
"DNAJC27","Dnajc27"
"EFR3B","Efr3b"
"POMC","Pomc"
"DNMT3A","Dnmt3a"
"ASXL2","Asxl2"
"KIF3C","Kif3c"
"RAB10","Rab10"
"GAREM2","Garem2"
"HADHA","Hadha"
"HADHB","Hadhb"
"SELENOI","Selenoi"
"DRC1","Drc1"
"FAM166C","Fam166c"
"CIB4","Cib4"
"KCNK3","Kcnk3"
"SLC35F6","Slc35f6"
"CENPA","Cenpa"
"MAPRE3","Mapre3"
"TMEM214","Tmem214"
"AGBL5","Agbl5"
"OST4","Ost4"
"EMILIN1","Emilin1"
"KHK","Khk"
"CGREF1","Cgref1"
"ABHD1","Abhd1"
"PREB","Preb"
"SLC5A6","Slc5a6"
"ATRAID","Atraid"
"CAD","Cad"
"SLC30A3","Slc30a3"
"TRIM54","Trim54"
"UCN","Ucn"
"MPV17","Mpv17"
"GTF3C2","Gtf3c2"
"EIF2B4","Eif2b4"
"SNX17","Snx17"
"ZNF513","Zfp513"
"PPM1G","Ppm1g"
"NRBP1","Nrbp1"
"KRTCAP3","Krtcap3"
"IFT172","Ift172"
"FNDC4","Fndc4"
"ZNF512","Zfp512"
"GPN1","Gpn1"
"SUPT7L","Supt7l"
"SLC4A1AP","Slc4a1ap"
"MRPL33","Mrpl33"
"RBKS","Rbks"
"BABAM2","Babam2"
"FOSL2","Fosl2"
"PLB1","Plb1"
"PPP1CB","Ppp1cb"
"SPDYA","Spdya"
"WDR43","Wdr43"
"TOGARAM2","Togaram2"
"PCARE","Pcare"
"CLIP4","Clip4"
"YPEL5","Ypel5"
"LBH","Lbh"
"LCLAT1","Lclat1"
"CAPN13","Capn13"
"GALNT14","Galnt14"
"EHD3","Ehd3"
"XDH","Xdh"
"SRD5A2","Srd5a2"
"MEMO1","Memo1"
"DPY30","Dpy30"
"SPAST","Spast"
"SLC30A6","Slc30a6"
"NLRC4","Nlrc4"
"YIPF4","Yipf4"
"BIRC6","Birc6"
"TTC27","Ttc27"
"LTBP1","Ltbp1"
"RASGRP3","Rasgrp3"
"FAM98A","Fam98a"
"CRIM1","Crim1"
"FEZ2","Fez2"
"VIT","Vit"
"STRN","Strn"
"HEATR5B","Heatr5b"
"GPATCH11","Gpatch11"
"EIF2AK2","Eif2ak2"
"CEBPZOS","Cebpzos"
"CEBPZ","Cebpz"
"NDUFAF7","Ndufaf7"
"PRKD3","Prkd3"
"QPCT","Qpct"
"CDC42EP3","Cdc42ep3"
"RMDN2","Rmdn2"
"CYP1B1","Cyp1b1"
"ATL2","Atl2"
"HNRNPLL","Hnrnpll"
"GALM","Galm"
"SRSF7","Srsf7"
"GEMIN6","Gemin6"
"DHX57","Dhx57"
"MORN2","Morn2"
"ARHGEF33","Arhgef33"
"SOS1","Sos1"
"CDKL4","Cdkl4"
"MAP4K3","Map4k3"
"TMEM178A","Tmem178"
"THUMPD2","Thumpd2"
"SLC8A1","Slc8a1"
"PKDCC","Pkdcc"
"EML4","Eml4"
"COX7A2L","Cox7a2l"
"MTA3","Mta3"
"HAAO","Haao"
"ZFP36L2","Zfp36l2"
"THADA","Thada"
"PLEKHH2","Plekhh2"
"DYNC2LI1","Dync2li1"
"LRPPRC","Lrpprc"
"PPM1B","Ppm1b"
"PREPL","Prepl"
"CAMKMT","Camkmt"
"SIX2","Six2"
"SRBD1","Srbd1"
"PRKCE","Prkce"
"EPAS1","Epas1"
"ATP6V1E2","Atp6v1e2"
"RHOQ","Rhoq"
"PIGF","Pigf"
"CRIPT","Cript"
"SOCS5","Socs5"
"MCFD2","Mcfd2"
"TTC7A","Ttc7"
"EPCAM","Epcam"
"MSH2","Msh2"
"MSH6","Msh6"
"FBXO11","Fbxo11"
"FOXN2","Foxn2"
"PPP1R21","Ppp1r21"
"STON1","Ston1"
"LHCGR","Lhcgr"
"NRXN1","Nrxn1"
"ASB3","Asb3"
"CHAC2","Chac2"
"ERLEC1","Erlec1"
"PSME4","Psme4"
"ACYP2","Acyp2"
"C2orf73","4930505A04Rik"
"SPTBN1","Sptbn1"
"EML6","Eml6"
"RTN4","Rtn4"
"CLHC1","Clhc1"
"MTIF2","Mtif2"
"CCDC88A","Ccdc88a"
"CFAP36","Cfap36"
"PPP4R3B","Ppp4r3b"
"PNPT1","Pnpt1"
"EFEMP1","Efemp1"
"CCDC85A","Ccdc85a"
"VRK2","Vrk2"
"FANCL","Fancl"
"BCL11A","Bcl11a"
"PAPOLG","Papolg"
"REL","Rel"
"PUS10","Pus10"
"PEX13","Pex13"
"C2orf74","1700093K21Rik"
"USP34","Usp34"
"XPO1","Xpo1"
"FAM161A","Fam161a"
"CCT4","Cct4"
"COMMD1","Commd1"
"B3GNT2","B3gnt2"
"TMEM17","Tmem17"
"EHBP1","Ehbp1"
"OTX1","Otx1"
"WDPCP","Wdpcp"
"MDH1","Mdh1"
"UGP2","Ugp2"
"VPS54","Vps54"
"PELI1","Peli1"
"AFTPH","Aftph"
"SERTAD2","Sertad2"
"SLC1A4","Slc1a4"
"CEP68","Cep68"
"RAB1A","Rab1a"
"ACTR2","Actr2"
"SPRED2","Spred2"
"MEIS1","Meis1"
"ETAA1","Etaa1"
"C1D","C1d"
"PNO1","Pno1"
"PPP3R1","Ppp3r1"
"CNRIP1","Cnrip1"
"PLEK","Plek"
"FBXO48","Fbxo48"
"APLF","Aplf"
"ARHGAP25","Arhgap25"
"GKN2","Gkn2"
"ANTXR1","Antxr1"
"GFPT1","Gfpt1"
"NFU1","Nfu1"
"AAK1","Aak1"
"ANXA4","Anxa4"
"GMCL1","Gmcl1"
"MXD1","Mxd1"
"ASPRV1","Asprv1"
"PCBP1","Pcbp1"
"C2orf42","C87436"
"TIA1","Tia1"
"PCYOX1","Pcyox1"
"FAM136A","Fam136a"
"TGFA","Tgfa"
"ADD2","Add2"
"CD207","Cd207"
"VAX2","Vax2"
"ATP6V1B1","Atp6v1b1"
"ANKRD53","Ankrd53"
"TEX261","Tex261"
"NAGK","Nagk"
"MCEE","Mcee"
"MPHOSPH10","Mphosph10"
"PAIP2B","Paip2b"
"ZNF638","Zfp638"
"DYSF","Dysf"
"CYP26B1","Cyp26b1"
"EXOC6B","Exoc6b"
"SPR","Spr"
"SFXN5","Sfxn5"
"RAB11FIP5","Rab11fip5"
"SMYD5","Smyd5"
"PRADC1","Pradc1"
"CCT7","Cct7"
"FBXO41","Fbxo41"
"ALMS1","Alms1"
"TPRKB","Tprkb"
"DUSP11","Dusp11"
"STAMBP","Stambp"
"ACTG2","Actg2"
"DGUOK","Dguok"
"TET3","Tet3"
"BOLA3","Bola3"
"MOB1A","Mob1a"
"MTHFD2","Mthfd2"
"SLC4A5","Slc4a5"
"DCTN1","Dctn1"
"C2orf81","1700003E16Rik"
"WDR54","Wdr54"
"RTKN","Rtkn"
"INO80B","Ino80b"
"WBP1","Wbp1"
"MOGS","Mogs"
"MRPL53","Mrpl53"
"CCDC142","Ccdc142"
"LBX2","Lbx2"
"PCGF1","Pcgf1"
"DQX1","Dqx1"
"AUP1","Aup1"
"HTRA2","Htra2"
"LOXL3","Loxl3"
"DOK1","Dok1"
"M1AP","M1ap"
"SEMA4F","Sema4f"
"HK2","Hk2"
"POLE4","Pole4"
"TACR1","Tacr1"
"EVA1A","Eva1a"
"MRPL19","Mrpl19"
"GCFC2","Gcfc2"
"LRRTM4","Lrrtm4"
"SUCLG1","Suclg1"
"DNAH6","Dnah6"
"TMSB10","Gm9844"
"KCMF1","Kcmf1"
"TCF7L1","Tcf7l1"
"TGOLN2","Tgoln1"
"RETSAT","Retsat"
"ELMOD3","Elmod3"
"CAPG","Capg"
"MAT2A","Mat2a"
"GGCX","Ggcx"
"VAMP8","Vamp8"
"VAMP5","Vamp5"
"TMEM150A","Tmem150a"
"USP39","Usp39"
"C2orf68","0610030E20Rik"
"SFTPB","Sftpb"
"ATOH8","Atoh8"
"ST3GAL5","St3gal5"
"POLR1A","Polr1a"
"PTCD3","Ptcd3"
"IMMT","Immt"
"MRPL35","Mrpl35"
"REEP1","Reep1"
"KDM3A","Kdm3a"
"CHMP3","Chmp3"
"RNF103","Rnf103"
"RMND5A","Rmnd5a"
"CD8A","Cd8a"
"CD8B","Cd8b1"
"KRCC1","Krcc1"
"THNSL2","Thnsl2"
"EIF2AK3","Eif2ak3"
"RPIA","Rpia"
"IGKC","Igkc"
"TEKT4","Tekt4"
"MAL","Mal"
"MRPS5","Mrps5"
"ZNF2","Zfp661"
"PROM2","Prom2"
"KCNIP3","Kcnip3"
"FAHD2A","Fahd2a"
"GPAT2","Gpat2"
"ADRA2B","Adra2b"
"DUSP2","Dusp2"
"STARD7","Stard7"
"TMEM127","Tmem127"
"CIAO1","Ciao1"
"SNRNP200","Snrnp200"
"ITPRIPL1","Itpripl1"
"NCAPH","Ncaph"
"NEURL3","Neurl3"
"ARID5A","Arid5a"
"KANSL3","Kansl3"
"FER1L5","Fer1l5"
"LMAN2L","Lman2l"
"CNNM4","Cnnm4"
"CNNM3","Cnnm3"
"ANKRD23","Ankrd23"
"ANKRD39","Ankrd39"
"SEMA4C","Sema4c"
"FAM178B","Fam178b"
"ACTR1B","Actr1b"
"C2orf92","4933424G06Rik"
"ZAP70","Zap70"
"TMEM131","Tmem131"
"VWA3B","Vwa3b"
"INPP4A","Inpp4a"
"COA5","Coa5"
"UNC50","Unc50"
"MGAT4A","Mgat4a"
"TSGA10","Tsga10"
"LIPT1","Lipt1"
"MITD1","Mitd1"
"MRPL30","Mrpl30"
"LYG1","Lyg1"
"TXNDC9","Txndc9"
"EIF5B","Eif5b"
"REV1","Rev1"
"AFF3","Aff3"
"LONRF2","Lonrf2"
"CHST10","Chst10"
"PDCL3","Pdcl3"
"NPAS2","Npas2"
"TBC1D8","Tbc1d8"
"CNOT11","Cnot11"
"RNF149","Rnf149"
"RFX8","Rfx8"
"MAP4K4","Map4k4"
"IL1R2","Il1r2"
"IL1R1","Il1r1"
"IL1RL2","Il1rl2"
"IL1RL1","Il1rl1"
"IL18R1","Il18r1"
"IL18RAP","Il18rap"
"MFSD9","Mfsd9"
"TMEM182","Tmem182"
"MRPS9","Mrps9"
"TGFBRAP1","Tgfbrap1"
"C2orf49","AI597479"
"FHL2","Fhl2"
"NCK2","Nck2"
"ECRG4","Ecrg4"
"UXS1","Uxs1"
"ST6GAL2","St6gal2"
"SLC5A7","Slc5a7"
"SULT1C2","Sult1c2"
"GCC2","Gcc2"
"RANBP2","Ranbp2"
"CCDC138","Ccdc138"
"SH3RF3","Sh3rf3"
"SEPTIN10","Septin10"
"SOWAHC","Sowahc"
"MALL","Mall"
"NPHP1","Nphp1"
"MTLN","Mtln"
"BUB1","Bub1"
"ACOXL","Acoxl"
"BCL2L11","Bcl2l11"
"ANAPC1","Anapc1"
"MERTK","Mertk"
"TMEM87B","Tmem87b"
"FBLN7","Fbln7"
"ZC3H8","Zc3h8"
"ZC3H6","Zc3h6"
"TTL","Ttl"
"POLR1B","Polr1b"
"CHCHD5","Chchd5"
"SLC20A1","Slc20a1"
"CKAP2L","Ckap2l"
"IL1A","Il1a"
"IL1B","Il1b"
"IL1RN","Il1rn"
"PSD4","Psd4"
"PAX8","Pax8"
"SLC35F5","Slc35f5"
"ACTR3","Actr3"
"DPP10","Dpp10"
"DDX18","Ddx18"
"CCDC93","Ccdc93"
"INSIG2","Insig2"
"MARCO","Marco"
"STEAP3","Steap3"
"DBI","Dbi"
"TMEM37","Tmem37"
"SCTR","Sctr"
"CFAP221","Cfap221"
"TMEM177","Tmem177"
"PTPN4","Ptpn4"
"EPB41L5","Epb41l5"
"TMEM185B","Tmem185b"
"RALB","Ralb"
"INHBB","Inhbb"
"GLI2","Gli2"
"TFCP2L1","Tfcp2l1"
"CLASP1","Clasp1"
"NIFK","Nifk"
"TSN","Tsn"
"GYPC","Gypc"
"BIN1","Bin1"
"ERCC3","Ercc3"
"MAP3K2","Map3k2"
"IWS1","Iws1"
"MYO7B","Myo7b"
"LIMS2","Lims2"
"WDR33","Wdr33"
"SFT2D3","Sft2d3"
"POLR2D","Polr2d"
"AMMECR1L","Ammecr1l"
"SAP130","Sap130"
"UGGT1","Uggt1"
"HS6ST1","Hs6st1"
"SMPD4","Smpd4"
"CCDC115","Ccdc115"
"IMP4","Imp4"
"PTPN18","Ptpn18"
"FAM168B","Fam168b"
"PLEKHB2","Plekhb2"
"GPR39","Gpr39"
"LYPD1","Lypd1"
"NCKAP5","Nckap5"
"MGAT5","Mgat5"
"TMEM163","Tmem163"
"CCNT2","Ccnt2"
"MAP3K19","Map3k19"
"RAB3GAP1","Rab3gap1"
"ZRANB3","Zranb3"
"R3HDM1","R3hdm1"
"UBXN4","Ubxn4"
"MCM6","Mcm6"
"CXCR4","Cxcr4"
"THSD7B","Thsd7b"
"HNMT","Hnmt"
"SPOPL","Spopl"
"KYNU","Kynu"
"ARHGAP15","Arhgap15"
"GTDC1","Gtdc1"
"ZEB2","Zeb2"
"ACVR2A","Acvr2a"
"ORC4","Orc4"
"MBD5","Mbd5"
"EPC2","Epc2"
"KIF5C","Kif5c"
"LYPD6B","Lypd6b"
"LYPD6","Lypd6"
"MMADHC","Mmadhc"
"RND3","Rnd3"
"RBM43","Rbm43"
"NMI","Nmi"
"TNFAIP6","Tnfaip6"
"RIF1","Rif1"
"NEB","Neb"
"ARL5A","Arl5a"
"CACNB4","Cacnb4"
"STAM2","Stam2"
"FMNL2","Fmnl2"
"PRPF40A","Prpf40a"
"ARL6IP6","Arl6ip6"
"RPRM","Rprm"
"GALNT13","Galnt13"
"KCNJ3","Kcnj3"
